date,open,high,low,close,volume
2023-03-27,3730.0,3770.0,3700.0,3700.0,11044100
2023-03-28,3740.0,3840.0,3710.0,3810.0,20342500
2023-03-29,3860.0,3960.0,3830.0,3910.0,27957300
2023-03-30,3920.0,3950.0,3850.0,3870.0,16050300
2023-03-31,3870.0,3990.0,3870.0,3990.0,22278900
2023-04-03,4000.0,4060.0,3990.0,4040.0,31523300
2023-04-04,4090.0,4150.0,4050.0,4100.0,25067200
2023-04-05,4100.0,4100.0,4050.0,4070.0,12105400
2023-04-06,4060.0,4090.0,4030.0,4030.0,9000200
2023-04-10,4030.0,4050.0,3930.0,3960.0,13363600
2023-04-11,3960.0,4010.0,3950.0,3980.0,12151300
2023-04-12,3990.0,3990.0,3920.0,3920.0,16002900
2023-04-13,3940.0,4060.0,3940.0,3980.0,21928200
2023-04-14,3980.0,4030.0,3930.0,3970.0,18329300
2023-04-17,3970.0,4000.0,3940.0,3950.0,14543500
2023-04-18,3950.0,4080.0,3950.0,4040.0,22457900
2023-04-26,4040.0,4140.0,4040.0,4140.0,35310300
2023-04-27,4140.0,4140.0,4110.0,4130.0,10775200
2023-04-28,4130.0,4200.0,4120.0,4140.0,18429100
2023-05-02,3860.0,3860.0,3860.0,3860.0,14301100
2023-05-03,3590.0,3590.0,3590.0,3590.0,24435700
2023-05-04,3510.0,3610.0,3390.0,3410.0,125846600
2023-05-05,3400.0,3400.0,3310.0,3360.0,53580000
2023-05-08,3380.0,3520.0,3380.0,3490.0,41505500
2023-05-09,3510.0,3520.0,3470.0,3490.0,17810800
2023-05-10,3490.0,3540.0,3480.0,3490.0,13856500
2023-05-11,3500.0,3510.0,3420.0,3440.0,18151200
2023-05-12,3440.0,3460.0,3400.0,3400.0,13302600
2023-05-15,3400.0,3460.0,3380.0,3410.0,12768700
2023-05-16,3430.0,3450.0,3340.0,3370.0,14421100
2023-05-17,3370.0,3370.0,3250.0,3270.0,37555700
2023-05-19,3250.0,3250.0,3100.0,3120.0,43420000
