judul,sumber,tanggal,skor,saham,link
Ekonomi Perang,Detik Finance,"Wed, 25 Mar 2026 12:50:55 +070",-1,,https://finance.detik.com/berita-ekonomi-bisnis/d-8414625/ekonomi-perang
Peringatan BlackRock: Minyak US$ 150 Bisa Bikin Ekonomi Dunia Ambruk,Detik Finance,"Wed, 25 Mar 2026 12:47:19 +070",0,,https://finance.detik.com/energi/d-8414621/peringatan-blackrock-minyak-us-150-bisa-bikin-ekonomi-dunia-ambruk
OJK Bakal Bentuk Badan Pengelola Instrumen Keuangan Tahun Ini,Detik Finance,"Wed, 25 Mar 2026 12:34:23 +070",0,,https://finance.detik.com/moneter/d-8414588/ojk-bakal-bentuk-badan-pengelola-instrumen-keuangan-tahun-ini
Buruh Ragu Kebijakan WFH Bisa Kurangi Konsumsi BBM Secara Drastis,Detik Finance,"Wed, 25 Mar 2026 12:11:43 +070",0,,https://finance.detik.com/energi/d-8414532/buruh-ragu-kebijakan-wfh-bisa-kurangi-konsumsi-bbm-secara-drastis
"IHSG Menguat Usai Libur Lebaran di Tengah Perang, OJK Buka Suara",Detik Finance,"Wed, 25 Mar 2026 12:04:25 +070",0,BUKA,https://finance.detik.com/bursa-dan-valas/d-8414518/ihsg-menguat-usai-libur-lebaran-di-tengah-perang-ojk-buka-suara
Driver Ojol Minta Subsidi buat Beli Motor Listrik di Tengah Ancaman Krisis BBM,Detik Finance,"Wed, 25 Mar 2026 11:54:56 +070",-1,,https://finance.detik.com/energi/d-8414505/driver-ojol-minta-subsidi-buat-beli-motor-listrik-di-tengah-ancaman-krisis-bbm
"Presiden Direktur Astra Otoparts (AUTO) Tiba-tiba Mundur, Ada Apa?",Detik Finance,"Wed, 25 Mar 2026 11:48:00 +070",0,AUTO,https://finance.detik.com/bursa-dan-valas/d-8414488/presiden-direktur-astra-otoparts-auto-tiba-tiba-mundur-ada-apa
Bitcoin Menguat Saat Timur Tengah Memanas,Detik Finance,"Wed, 25 Mar 2026 11:35:16 +070",1,,https://finance.detik.com/fintech/d-8414500/bitcoin-menguat-saat-timur-tengah-memanas
"Efek Perang Iran, Terusan Panama Diserbu Kapal LNG",Detik Finance,"Wed, 25 Mar 2026 11:00:56 +070",-1,,https://finance.detik.com/foto-bisnis/d-8414220/efek-perang-iran-terusan-panama-diserbu-kapal-lng
"Bangladesh Krisis BBM, Warga Antre Berjam-jam, SPBU Terancam Dibakar",Detik Finance,"Wed, 25 Mar 2026 10:59:11 +070",-1,,https://finance.detik.com/energi/d-8414396/bangladesh-krisis-bbm-warga-antre-berjam-jam-spbu-terancam-dibakar
