ticker,entry_date,exit_date,entry_price,exit_price,return_pct,hasil_rp,exit_reason,menang,hold_hari
FASW,2024-10-11,2024-10-14,6175.0,6052.0,-2.5,-397313.0,SL,False,1
TPIA,2024-10-10,2024-10-15,8575.0,8750.0,1.54,246876.0,H+3,True,3
HITS,2024-10-14,2024-10-16,294.0,303.0,2.5,394351.0,TP,True,2
FASW,2024-10-14,2024-10-16,6125.0,6002.0,-2.5,-394351.0,SL,False,2
HITS,2024-10-16,2024-10-17,302.0,296.0,-2.5,-395380.0,SL,False,1
HITS,2024-10-17,2024-10-18,296.0,290.0,-2.5,-393733.0,SL,False,1
FASW,2024-10-16,2024-10-21,5900.0,5782.0,-2.5,-395380.0,SL,False,3
BMAS,2024-10-18,2024-10-21,835.0,818.0,-2.5,-392092.0,SL,False,1
HITS,2024-10-18,2024-10-22,294.0,303.0,2.5,392092.0,TP,True,2
ABMM,2024-10-18,2024-10-23,4100.0,4020.0,-2.45,-384441.0,H+3,False,3
FASW,2024-10-21,2024-10-23,5900.0,5782.0,-2.5,-388811.0,SL,False,2
HITS,2024-10-22,2024-10-23,306.0,300.0,-2.5,-390445.0,SL,False,1
SIPD,2024-10-22,2024-10-24,855.0,881.0,2.5,390445.0,TP,True,2
HITS,2024-10-24,2024-10-25,304.0,313.0,2.5,387223.0,TP,True,1
ABMM,2024-10-23,2024-10-28,4020.0,4010.0,-0.75,-115487.0,H+3,False,3
FASW,2024-10-23,2024-10-28,5500.0,5475.0,-0.95,-147227.0,H+3,False,3
BMAS,2024-10-28,2024-10-29,770.0,755.0,-2.5,-387741.0,SL,False,1
HITS,2024-10-25,2024-10-30,302.0,311.0,2.5,388836.0,TP,True,3
BMAS,2024-10-29,2024-10-30,755.0,740.0,-2.5,-386126.0,SL,False,1
FASW,2024-10-28,2024-10-31,5475.0,5500.0,-0.04,-6728.0,H+3,False,3
ABMM,2024-10-29,2024-10-31,3930.0,4048.0,2.5,386126.0,TP,True,2
HITS,2024-10-30,2024-10-31,318.0,312.0,-2.5,-386137.0,SL,False,1
HITS,2024-10-31,2024-11-01,314.0,323.0,2.5,386109.0,TP,True,1
ABMM,2024-11-01,2024-11-04,3770.0,3695.0,-2.5,-387718.0,SL,False,1
HITS,2024-11-01,2024-11-04,326.0,336.0,2.5,387718.0,TP,True,1
FASW,2024-10-31,2024-11-05,5500.0,5400.0,-2.32,-358028.0,H+3,False,3
ABMM,2024-11-04,2024-11-05,3610.0,3538.0,-2.5,-387718.0,SL,False,1
HITS,2024-11-04,2024-11-05,406.0,398.0,-2.5,-387718.0,SL,False,1
ABMM,2024-11-05,2024-11-06,3480.0,3410.0,-2.5,-382995.0,SL,False,1
HITS,2024-11-05,2024-11-06,370.0,363.0,-2.5,-382995.0,SL,False,1
INKP,2024-11-04,2024-11-07,7325.0,7545.0,2.5,387718.0,TP,True,3
TPIA,2024-11-05,2024-11-07,7700.0,7546.0,-2.5,-382995.0,SL,False,2
FASW,2024-11-05,2024-11-07,5400.0,5292.0,-2.5,-382995.0,SL,False,2
HITS,2024-11-06,2024-11-07,370.0,381.0,2.5,379803.0,TP,True,1
ABMM,2024-11-06,2024-11-07,3400.0,3332.0,-2.5,-379803.0,SL,False,1
TPIA,2024-11-07,2024-11-08,6700.0,6901.0,2.5,378227.0,TP,True,1
HITS,2024-11-07,2024-11-08,376.0,387.0,2.5,378227.0,TP,True,1
FASW,2024-11-07,2024-11-08,5275.0,5170.0,-2.5,-378227.0,SL,False,1
HITS,2024-11-08,2024-11-11,374.0,385.0,2.5,379803.0,TP,True,1
SIPD,2024-11-08,2024-11-11,935.0,916.0,-2.5,-379803.0,SL,False,1
FASW,2024-11-08,2024-11-12,5225.0,5120.0,-2.5,-379803.0,SL,False,2
ABMM,2024-11-08,2024-11-12,3580.0,3687.0,2.5,379803.0,TP,True,2
LINK,2024-11-11,2024-11-12,1200.0,1236.0,2.5,379803.0,TP,True,1
TPIA,2024-11-11,2024-11-13,7050.0,6909.0,-2.5,-379803.0,SL,False,2
HITS,2024-11-12,2024-11-13,386.0,398.0,2.5,381386.0,TP,True,1
FASW,2024-11-12,2024-11-13,5000.0,4900.0,-2.5,-381386.0,SL,False,1
SIPD,2024-11-11,2024-11-14,905.0,905.0,-0.5,-75961.0,H+3,False,3
HITS,2024-11-13,2024-11-14,396.0,388.0,-2.5,-379803.0,SL,False,1
TPIA,2024-11-13,2024-11-15,6850.0,6713.0,-2.5,-379803.0,SL,False,2
HITS,2024-11-14,2024-11-15,388.0,380.0,-2.5,-377904.0,SL,False,1
FASW,2024-11-13,2024-11-18,5500.0,5500.0,-0.5,-75961.0,H+3,False,3
HITS,2024-11-15,2024-11-18,390.0,402.0,2.5,374747.0,TP,True,1
TPIA,2024-11-15,2024-11-19,6625.0,6824.0,2.5,374747.0,TP,True,2
HITS,2024-11-18,2024-11-19,402.0,414.0,2.5,375992.0,TP,True,1
ABMM,2024-11-18,2024-11-20,3530.0,3636.0,2.5,375992.0,TP,True,2
FASW,2024-11-18,2024-11-21,5500.0,5500.0,-0.5,-75198.0,H+3,False,3
TPIA,2024-11-19,2024-11-22,6575.0,6444.0,-2.5,-379120.0,SL,False,3
SIPD,2024-11-19,2024-11-22,865.0,848.0,-2.5,-379120.0,SL,False,3
HITS,2024-11-20,2024-11-22,412.0,404.0,-2.5,-380687.0,SL,False,2
HITS,2024-11-22,2024-11-25,394.0,406.0,2.5,375628.0,TP,True,1
SIPD,2024-11-22,2024-11-25,930.0,911.0,-2.5,-375628.0,SL,False,1
FASW,2024-11-21,2024-11-26,5500.0,5390.0,-2.5,-380373.0,SL,False,3
SIPD,2024-11-25,2024-11-26,860.0,886.0,2.5,375628.0,TP,True,1
HITS,2024-11-25,2024-11-26,396.0,408.0,2.5,375628.0,TP,True,1
SIPD,2024-11-26,2024-11-28,865.0,848.0,-2.5,-377173.0,SL,False,1
HITS,2024-11-26,2024-11-28,406.0,398.0,-2.5,-377173.0,SL,False,1
FASW,2024-11-26,2024-11-28,5325.0,5218.0,-2.5,-377173.0,SL,False,1
SIPD,2024-11-28,2024-11-29,845.0,870.0,2.5,372459.0,TP,True,1
HITS,2024-11-28,2024-11-29,416.0,408.0,-2.5,-372459.0,SL,False,1
TPIA,2024-11-29,2024-12-02,6950.0,6811.0,-2.5,-372459.0,SL,False,1
HITS,2024-11-29,2024-12-02,426.0,417.0,-2.5,-372459.0,SL,False,1
FASW,2024-11-28,2024-12-03,4870.0,4870.0,-0.5,-74492.0,H+3,False,3
BRPT,2024-12-02,2024-12-03,810.0,834.0,2.5,369355.0,TP,True,1
SIPD,2024-12-02,2024-12-03,865.0,848.0,-2.5,-369355.0,SL,False,1
HITS,2024-12-02,2024-12-03,428.0,419.0,-2.5,-369355.0,SL,False,1
SIPD,2024-12-03,2024-12-04,865.0,848.0,-2.5,-367505.0,SL,False,1
HITS,2024-12-03,2024-12-04,428.0,441.0,2.5,367505.0,TP,True,1
HITS,2024-12-04,2024-12-05,436.0,449.0,2.5,367505.0,TP,True,1
FASW,2024-12-03,2024-12-06,4870.0,4870.0,-0.5,-73501.0,H+3,False,3
HITS,2024-12-05,2024-12-06,456.0,470.0,2.5,369037.0,TP,True,1
SIPD,2024-12-04,2024-12-09,830.0,850.0,1.91,280721.0,H+3,True,3
TPIA,2024-12-06,2024-12-09,8675.0,8502.0,-2.5,-370268.0,SL,False,1
HITS,2024-12-06,2024-12-09,462.0,453.0,-2.5,-370268.0,SL,False,1
HITS,2024-12-09,2024-12-10,448.0,439.0,-2.5,-368352.0,SL,False,1
FASW,2024-12-06,2024-12-11,4870.0,4870.0,-0.5,-74054.0,H+3,False,3
HITS,2024-12-10,2024-12-12,418.0,431.0,2.5,366817.0,TP,True,2
HITS,2024-12-12,2024-12-13,420.0,433.0,2.5,368037.0,TP,True,1
FASW,2024-12-11,2024-12-16,4870.0,4850.0,-0.91,-133509.0,H+3,False,3
SIPD,2024-12-12,2024-12-17,835.0,860.0,2.49,367156.0,H+3,True,3
HITS,2024-12-13,2024-12-17,420.0,412.0,-2.5,-369571.0,SL,False,2
HITS,2024-12-17,2024-12-18,414.0,426.0,2.5,369004.0,TP,True,1
FASW,2024-12-16,2024-12-19,4850.0,4850.0,-0.5,-73803.0,H+3,False,3
INKP,2024-12-18,2024-12-20,6825.0,6688.0,-2.5,-370542.0,SL,False,2
HITS,2024-12-19,2024-12-20,420.0,412.0,-2.5,-370234.0,SL,False,1
INKP,2024-12-20,2024-12-23,6600.0,6798.0,2.5,367148.0,TP,True,1
FASW,2024-12-20,2024-12-27,4830.0,4830.0,-0.5,-73430.0,H+3,False,3
HITS,2024-12-23,2024-12-27,410.0,402.0,-2.5,-368678.0,SL,False,2
LINK,2024-12-23,2024-12-30,1180.0,1215.0,2.5,368678.0,TP,True,3
HITS,2024-12-27,2024-12-30,394.0,406.0,2.5,366835.0,TP,True,1
HITS,2024-12-30,2025-01-02,396.0,388.0,-2.5,-369900.0,SL,False,1
HITS,2025-01-02,2025-01-03,380.0,372.0,-2.5,-368359.0,SL,False,1
HITS,2025-01-03,2025-01-06,362.0,373.0,2.5,366824.0,TP,True,1
TPIA,2025-01-06,2025-01-07,6850.0,6713.0,-2.5,-368352.0,SL,False,1
HITS,2025-01-06,2025-01-07,374.0,367.0,-2.5,-368352.0,SL,False,1
HITS,2025-01-07,2025-01-08,360.0,353.0,-2.5,-365283.0,SL,False,1
TPIA,2025-01-07,2025-01-08,6850.0,6713.0,-2.5,-365283.0,SL,False,1
SPMA,2025-01-07,2025-01-08,225.0,231.0,2.5,365283.0,TP,True,1
TPIA,2025-01-08,2025-01-09,6675.0,6875.0,2.5,363761.0,TP,True,1
HITS,2025-01-08,2025-01-09,356.0,367.0,2.5,363761.0,TP,True,1
HITS,2025-01-09,2025-01-10,368.0,361.0,-2.5,-366792.0,SL,False,1
TPIA,2025-01-10,2025-01-13,6800.0,7004.0,2.5,365264.0,TP,True,1
HITS,2025-01-10,2025-01-13,366.0,359.0,-2.5,-365264.0,SL,False,1
HITS,2025-01-13,2025-01-16,350.0,360.0,2.5,365264.0,TP,True,3
INKP,2025-01-14,2025-01-16,6425.0,6618.0,2.5,365264.0,TP,True,2
TPIA,2025-01-14,2025-01-20,6750.0,6875.0,1.35,197513.0,H+4,True,4
HITS,2025-01-16,2025-01-20,346.0,356.0,2.5,368308.0,TP,True,2
HITS,2025-01-20,2025-01-21,360.0,353.0,-2.5,-370665.0,SL,False,1
FASW,2025-01-20,2025-01-21,4900.0,5047.0,2.5,370665.0,TP,True,1
FASW,2025-01-21,2025-01-22,5375.0,5536.0,2.5,370665.0,TP,True,1
LINK,2025-01-22,2025-01-23,1855.0,1911.0,2.5,372210.0,TP,True,1
FASW,2025-01-22,2025-01-23,5275.0,5170.0,-2.5,-372210.0,SL,False,1
FASW,2025-01-23,2025-01-24,5000.0,5150.0,2.5,372210.0,TP,True,1
LINK,2025-01-23,2025-01-30,2310.0,2264.0,-2.5,-372210.0,SL,False,2
HITS,2025-01-23,2025-01-30,346.0,339.0,-2.5,-372210.0,SL,False,2
HITS,2025-01-30,2025-01-31,330.0,323.0,-2.5,-370659.0,SL,False,1
FASW,2025-01-24,2025-02-03,5475.0,5450.0,-0.96,-143019.0,H+3,False,3
HITS,2025-01-31,2025-02-03,322.0,316.0,-2.5,-369115.0,SL,False,1
HITS,2025-02-03,2025-02-04,320.0,314.0,-2.5,-366981.0,SL,False,1
HITS,2025-02-04,2025-02-05,306.0,315.0,2.5,365452.0,TP,True,1
FASW,2025-02-03,2025-02-06,5450.0,5450.0,-0.5,-73396.0,H+3,False,3
HITS,2025-02-05,2025-02-06,320.0,330.0,2.5,366974.0,TP,True,1
ABMM,2025-02-06,2025-02-07,3250.0,3185.0,-2.5,-368198.0,SL,False,1
INKP,2025-02-06,2025-02-10,6150.0,6027.0,-2.5,-368198.0,SL,False,2
BRPT,2025-02-07,2025-02-10,815.0,799.0,-2.5,-366663.0,SL,False,1
TPIA,2025-02-07,2025-02-10,6525.0,6394.0,-2.5,-366663.0,SL,False,1
FASW,2025-02-06,2025-02-11,5450.0,5450.0,-0.5,-73640.0,H+3,False,3
BRPT,2025-02-10,2025-02-11,815.0,799.0,-2.5,-362074.0,SL,False,1
HITS,2025-02-07,2025-02-12,308.0,304.0,-1.8,-263807.0,H+3,False,3
ABMM,2025-02-10,2025-02-12,3150.0,3244.0,2.5,362074.0,TP,True,2
INKP,2025-02-11,2025-02-12,6000.0,5880.0,-2.5,-360258.0,SL,False,1
TPIA,2025-02-11,2025-02-12,6650.0,6850.0,2.5,360258.0,TP,True,1
HITS,2025-02-12,2025-02-13,304.0,313.0,2.5,360668.0,TP,True,1
FASW,2025-02-11,2025-02-14,5450.0,5450.0,-0.5,-72052.0,H+3,False,3
TPIA,2025-02-14,2025-02-17,6975.0,7184.0,2.5,361870.0,TP,True,1
HITS,2025-02-13,2025-02-20,308.0,302.0,-2.5,-362170.0,SL,False,5
FASW,2025-02-14,2025-02-20,5450.0,5450.0,-0.5,-72374.0,H+4,False,4
LINK,2025-02-17,2025-02-20,2300.0,2254.0,-2.5,-363378.0,SL,False,3
SPMA,2025-02-20,2025-02-21,212.0,219.0,2.5,360053.0,TP,True,1
TPIA,2025-02-21,2025-02-24,8025.0,7864.0,-2.5,-361554.0,SL,False,1
TPIA,2025-02-24,2025-02-25,8050.0,7889.0,-2.5,-360047.0,SL,False,1
SPMA,2025-02-24,2025-02-25,214.0,210.0,-2.5,-360047.0,SL,False,1
FASW,2025-02-21,2025-02-26,5450.0,5450.0,-0.5,-72311.0,H+3,False,3
LINK,2025-02-24,2025-02-26,1990.0,2050.0,2.5,360047.0,TP,True,2
INKP,2025-02-25,2025-02-26,5800.0,5684.0,-2.5,-357047.0,SL,False,1
SPMA,2025-02-25,2025-02-26,209.0,216.0,2.5,357047.0,TP,True,1
ABMM,2025-02-25,2025-02-27,3200.0,3136.0,-2.5,-357047.0,SL,False,2
ABMM,2025-02-27,2025-02-28,3060.0,2999.0,-2.5,-356758.0,SL,False,1
HITS,2025-02-27,2025-02-28,292.0,301.0,2.5,356758.0,TP,True,1
NIPS,2025-02-26,2025-03-03,282.0,282.0,-0.5,-71649.0,H+3,False,3
PRAS,2025-02-26,2025-03-03,97.0,97.0,-0.5,-71649.0,H+3,False,3
KRAH,2025-02-26,2025-03-03,436.0,436.0,-0.5,-71649.0,H+3,False,3
TPIA,2025-02-28,2025-03-03,6700.0,6901.0,2.5,356758.0,TP,True,1
INKP,2025-02-28,2025-03-03,4700.0,4841.0,2.5,356758.0,TP,True,1
INKP,2025-03-03,2025-03-04,4940.0,4841.0,-2.5,-358835.0,SL,False,1
SPMA,2025-03-03,2025-03-04,206.0,202.0,-2.5,-358835.0,SL,False,1
HITS,2025-03-03,2025-03-04,324.0,318.0,-2.5,-358835.0,SL,False,1
ABMM,2025-03-03,2025-03-05,3060.0,3152.0,2.5,358835.0,TP,True,2
TPIA,2025-03-04,2025-03-05,6850.0,7056.0,2.5,354350.0,TP,True,1
INKP,2025-03-04,2025-03-05,4670.0,4810.0,2.5,354350.0,TP,True,1
SPMA,2025-03-04,2025-03-05,202.0,208.0,2.5,354350.0,TP,True,1
NIPS,2025-03-03,2025-03-06,282.0,282.0,-0.5,-71767.0,H+3,False,3
INKP,2025-03-05,2025-03-06,4920.0,5068.0,2.5,360274.0,TP,True,1
HITS,2025-03-05,2025-03-06,310.0,304.0,-2.5,-360274.0,SL,False,1
LINK,2025-03-05,2025-03-07,1840.0,1803.0,-2.5,-360274.0,SL,False,2
INKP,2025-03-06,2025-03-07,5050.0,5202.0,2.5,359975.0,TP,True,1
PRAS,2025-03-05,2025-03-10,97.0,97.0,-0.5,-72055.0,H+3,False,3
HITS,2025-03-06,2025-03-10,312.0,306.0,-2.5,-359975.0,SL,False,2
INKP,2025-03-07,2025-03-10,5400.0,5292.0,-2.5,-359974.0,SL,False,1
NIPS,2025-03-06,2025-03-11,282.0,282.0,-0.5,-71995.0,H+3,False,3
INKP,2025-03-10,2025-03-11,5125.0,5022.0,-2.5,-356674.0,SL,False,1
SIPD,2025-03-10,2025-03-11,700.0,721.0,2.5,356674.0,TP,True,1
KRAH,2025-03-07,2025-03-12,436.0,436.0,-0.5,-71995.0,H+3,False,3
LINK,2025-03-10,2025-03-12,1645.0,1612.0,-2.5,-356674.0,SL,False,2
LINK,2025-03-12,2025-03-13,1600.0,1648.0,2.5,354588.0,TP,True,1
INKP,2025-03-11,2025-03-14,4870.0,4773.0,-2.5,-356374.0,SL,False,3
TPIA,2025-03-11,2025-03-14,6875.0,6750.0,-2.32,-330456.0,H+3,False,3
HITS,2025-03-11,2025-03-14,300.0,300.0,-0.5,-71275.0,H+3,False,3
NIPS,2025-03-12,2025-03-17,282.0,282.0,-0.5,-70918.0,H+3,False,3
TPIA,2025-03-14,2025-03-17,6750.0,6615.0,-2.5,-352907.0,SL,False,1
SIPD,2025-03-14,2025-03-17,720.0,706.0,-2.5,-352907.0,SL,False,1
PRAS,2025-03-13,2025-03-18,97.0,97.0,-0.5,-71213.0,H+3,False,3
HITS,2025-03-14,2025-03-18,300.0,309.0,2.5,352907.0,TP,True,2
SIPD,2025-03-17,2025-03-18,680.0,666.0,-2.5,-349670.0,SL,False,1
TPIA,2025-03-17,2025-03-18,6650.0,6517.0,-2.5,-349670.0,SL,False,1
INKP,2025-03-17,2025-03-18,4900.0,4802.0,-2.5,-349670.0,SL,False,1
TPIA,2025-03-18,2025-03-19,5425.0,5316.0,-2.5,-346473.0,SL,False,1
BRPT,2025-03-18,2025-03-19,655.0,642.0,-2.5,-346473.0,SL,False,1
SIPD,2025-03-18,2025-03-19,700.0,686.0,-2.5,-346473.0,SL,False,1
ABMM,2025-03-18,2025-03-21,3090.0,3040.0,-2.12,-293549.0,H+3,False,3
NIPS,2025-03-18,2025-03-21,282.0,282.0,-0.5,-69295.0,H+3,False,3
BRPT,2025-03-20,2025-03-21,675.0,662.0,-2.5,-342142.0,SL,False,1
PRAS,2025-03-19,2025-03-24,97.0,97.0,-0.5,-68428.0,H+3,False,3
KRAH,2025-03-19,2025-03-24,436.0,436.0,-0.5,-68428.0,H+3,False,3
HITS,2025-03-21,2025-03-24,230.0,225.0,-2.5,-339205.0,SL,False,1
ABMM,2025-03-21,2025-03-24,3040.0,2979.0,-2.5,-339205.0,SL,False,1
BRPT,2025-03-24,2025-03-25,655.0,642.0,-2.5,-335808.0,SL,False,1
HITS,2025-03-24,2025-03-25,176.0,172.0,-2.5,-335808.0,SL,False,1
SIPD,2025-03-24,2025-03-25,690.0,676.0,-2.5,-335808.0,SL,False,1
NIPS,2025-03-21,2025-04-08,282.0,282.0,-0.5,-67841.0,H+5,False,5
ABMM,2025-03-24,2025-04-08,2960.0,2901.0,-2.5,-335808.0,SL,False,4
BRPT,2025-03-25,2025-04-08,645.0,632.0,-2.5,-331610.0,SL,False,3
TPIA,2025-03-25,2025-04-08,6775.0,6640.0,-2.5,-331610.0,SL,False,3
HITS,2025-03-25,2025-04-08,116.0,116.0,-0.5,-66322.0,H+3,False,3
INKP,2025-04-08,2025-04-09,4460.0,4371.0,-2.5,-326889.0,SL,False,1
ABMM,2025-04-08,2025-04-09,2860.0,2803.0,-2.5,-326889.0,SL,False,1
BRPT,2025-04-08,2025-04-09,645.0,632.0,-2.5,-326889.0,SL,False,1
SPMA,2025-04-08,2025-04-09,200.0,206.0,2.5,326889.0,TP,True,1
TPIA,2025-04-08,2025-04-09,7200.0,7056.0,-2.5,-326889.0,SL,False,1
BRPT,2025-04-09,2025-04-10,600.0,618.0,2.5,322802.0,TP,True,1
TPIA,2025-04-09,2025-04-10,6725.0,6927.0,2.5,322802.0,TP,True,1
INKP,2025-04-09,2025-04-10,4350.0,4480.0,2.5,322802.0,TP,True,1
ABMM,2025-04-09,2025-04-10,2830.0,2915.0,2.5,322802.0,TP,True,1
SIPD,2025-04-09,2025-04-10,675.0,695.0,2.5,322802.0,TP,True,1
BRPT,2025-04-10,2025-04-11,655.0,642.0,-2.5,-329528.0,SL,False,1
TPIA,2025-04-10,2025-04-11,6800.0,6664.0,-2.5,-329528.0,SL,False,1
INKP,2025-04-10,2025-04-11,4790.0,4694.0,-2.5,-329528.0,SL,False,1
SPMA,2025-04-10,2025-04-11,202.0,208.0,2.5,329528.0,TP,True,1
ABMM,2025-04-10,2025-04-14,2960.0,3049.0,2.5,329528.0,TP,True,2
BRPT,2025-04-11,2025-04-14,665.0,652.0,-2.5,-326781.0,SL,False,1
INKP,2025-04-11,2025-04-14,5000.0,5150.0,2.5,326781.0,TP,True,1
TPIA,2025-04-11,2025-04-15,6975.0,7184.0,2.5,326781.0,TP,True,2
BRPT,2025-04-14,2025-04-15,695.0,681.0,-2.5,-328154.0,SL,False,1
INKP,2025-04-14,2025-04-15,5025.0,4924.0,-2.5,-328154.0,SL,False,1
LINK,2025-04-11,2025-04-16,1950.0,1940.0,-1.01,-132388.0,H+3,False,3
BRPT,2025-04-15,2025-04-16,705.0,726.0,2.5,326781.0,TP,True,1
INKP,2025-04-15,2025-04-16,4970.0,4871.0,-2.5,-326781.0,SL,False,1
TPIA,2025-04-15,2025-04-16,7350.0,7570.0,2.5,326781.0,TP,True,1
SIPD,2025-04-14,2025-04-17,700.0,700.0,-0.5,-65631.0,H+3,False,3
BRPT,2025-04-16,2025-04-17,730.0,715.0,-2.5,-327591.0,SL,False,1
INKP,2025-04-16,2025-04-21,4820.0,4724.0,-2.5,-327591.0,SL,False,2
ABMM,2025-04-16,2025-04-21,3100.0,3193.0,2.5,327591.0,TP,True,2
BRPT,2025-04-17,2025-04-21,765.0,788.0,2.5,325953.0,TP,True,1
SIPD,2025-04-17,2025-04-21,700.0,686.0,-2.5,-325953.0,SL,False,1
TPIA,2025-04-17,2025-04-22,7550.0,7776.0,2.5,325953.0,TP,True,2
INKP,2025-04-21,2025-04-22,4750.0,4892.0,2.5,325953.0,TP,True,1
ABMM,2025-04-21,2025-04-23,3250.0,3348.0,2.5,325953.0,TP,True,2
SIPD,2025-04-21,2025-04-23,715.0,701.0,-2.5,-325953.0,SL,False,2
BRPT,2025-04-22,2025-04-23,770.0,793.0,2.5,328669.0,TP,True,1
TPIA,2025-04-22,2025-04-24,7750.0,7982.0,2.5,328669.0,TP,True,2
INKP,2025-04-22,2025-04-24,5025.0,5176.0,2.5,328669.0,TP,True,2
ABMM,2025-04-23,2025-04-24,3300.0,3399.0,2.5,330039.0,TP,True,1
LINK,2025-04-23,2025-04-25,1835.0,1890.0,2.5,330039.0,TP,True,2
INKP,2025-04-24,2025-04-25,5050.0,5202.0,2.5,334153.0,TP,True,1
SIPD,2025-04-23,2025-04-28,720.0,742.0,2.5,330039.0,TP,True,3
TPIA,2025-04-24,2025-04-28,7700.0,7931.0,2.5,334153.0,TP,True,2
BRPT,2025-04-24,2025-04-28,765.0,750.0,-2.5,-334153.0,SL,False,2
INKP,2025-04-25,2025-04-30,5275.0,5170.0,-2.5,-336920.0,SL,False,3
ABMM,2025-04-25,2025-04-30,3310.0,3320.0,-0.2,-26669.0,H+3,False,3
TPIA,2025-04-28,2025-05-02,7800.0,8034.0,2.5,338295.0,TP,True,3
INKP,2025-04-30,2025-05-02,5150.0,5304.0,2.5,336780.0,TP,True,1
TPIA,2025-05-02,2025-05-07,8650.0,8910.0,2.5,339593.0,TP,True,3
ABMM,2025-05-02,2025-05-07,3260.0,3195.0,-2.5,-339593.0,SL,False,3
ABMM,2025-05-07,2025-05-08,3200.0,3136.0,-2.5,-339593.0,SL,False,1
LINK,2025-05-06,2025-05-09,1710.0,1690.0,-1.67,-226793.0,H+3,False,3
TPIA,2025-05-08,2025-05-09,8875.0,8698.0,-2.5,-338178.0,SL,False,1
ABMM,2025-05-08,2025-05-09,3160.0,3097.0,-2.5,-338178.0,SL,False,1
TPIA,2025-05-09,2025-05-14,8525.0,8781.0,2.5,334415.0,TP,True,1
FASW,2025-05-08,2025-05-15,5277.0,5277.0,-0.5,-67636.0,H+3,False,3
ABMM,2025-05-09,2025-05-15,3080.0,3172.0,2.5,334415.0,TP,True,2
LINK,2025-05-14,2025-05-16,1600.0,1568.0,-2.5,-335809.0,SL,False,2
INKP,2025-05-16,2025-05-19,5975.0,6154.0,2.5,335521.0,TP,True,1
FASW,2025-05-15,2025-05-20,5277.0,5277.0,-0.5,-67384.0,H+3,False,3
TPIA,2025-05-16,2025-05-20,9225.0,9502.0,2.5,335521.0,TP,True,2
LINK,2025-05-19,2025-05-20,1410.0,1452.0,2.5,336919.0,TP,True,1
ABMM,2025-05-16,2025-05-21,3180.0,3190.0,-0.19,-24900.0,H+3,False,3
INKP,2025-05-20,2025-05-23,6175.0,6175.0,-0.5,-67888.0,H+3,False,3
TPIA,2025-05-21,2025-05-23,9500.0,9785.0,2.5,339336.0,TP,True,2
BRPT,2025-05-22,2025-05-23,1080.0,1112.0,2.5,339336.0,TP,True,1
BRPT,2025-05-23,2025-05-26,1155.0,1190.0,2.5,341881.0,TP,True,1
LINK,2025-05-23,2025-05-27,1570.0,1539.0,-2.5,-341881.0,SL,False,2
ABMM,2025-05-23,2025-05-28,3170.0,3150.0,-1.13,-154655.0,H+3,False,3
FASW,2025-05-23,2025-05-28,5277.0,5277.0,-0.5,-68376.0,H+3,False,3
LINK,2025-05-27,2025-05-28,1440.0,1483.0,2.5,341881.0,TP,True,1
BMAS,2025-05-27,2025-06-02,530.0,546.0,2.5,341881.0,TP,True,2
BRPT,2025-05-28,2025-06-02,1260.0,1235.0,-2.5,-342376.0,SL,False,1
BMAS,2025-06-02,2025-06-03,580.0,597.0,2.5,342374.0,TP,True,1
BMAS,2025-06-03,2025-06-04,620.0,639.0,2.5,343801.0,TP,True,1
BRPT,2025-06-03,2025-06-04,1290.0,1264.0,-2.5,-343801.0,SL,False,1
TPIA,2025-06-02,2025-06-05,9300.0,9579.0,2.5,342374.0,TP,True,3
BMAS,2025-06-04,2025-06-05,680.0,700.0,2.5,343801.0,TP,True,1
BRPT,2025-06-04,2025-06-05,1290.0,1329.0,2.5,343801.0,TP,True,1
BMAS,2025-06-05,2025-06-10,745.0,767.0,2.5,348092.0,TP,True,1
TPIA,2025-06-05,2025-06-10,9575.0,9862.0,2.5,348092.0,TP,True,1
BMAS,2025-06-10,2025-06-11,815.0,799.0,-2.5,-350993.0,SL,False,1
BMAS,2025-06-11,2025-06-12,735.0,720.0,-2.5,-349531.0,SL,False,1
SIPD,2025-06-10,2025-06-13,695.0,715.0,2.38,333822.0,H+3,True,3
BMAS,2025-06-12,2025-06-13,710.0,696.0,-2.5,-348074.0,SL,False,1
BMAS,2025-06-16,2025-06-17,600.0,588.0,-2.5,-348015.0,SL,False,1
INKP,2025-06-13,2025-06-18,6275.0,6150.0,-2.5,-348015.0,SL,False,3
LINK,2025-06-16,2025-06-19,1560.0,1555.0,-0.82,-114220.0,H+3,False,3
INKP,2025-06-18,2025-06-19,6025.0,5904.0,-2.5,-345115.0,SL,False,1
BMAS,2025-06-17,2025-06-20,580.0,568.0,-2.5,-346565.0,SL,False,3
SPMA,2025-06-19,2025-06-20,197.0,203.0,2.5,343201.0,TP,True,1
BRPT,2025-06-19,2025-06-20,1485.0,1530.0,2.5,343201.0,TP,True,1
INKP,2025-06-19,2025-06-20,5750.0,5922.0,2.5,343201.0,TP,True,1
TPIA,2025-06-19,2025-06-23,9775.0,9580.0,-2.5,-343201.0,SL,False,2
BRPT,2025-06-20,2025-06-23,1500.0,1470.0,-2.5,-346047.0,SL,False,1
INKP,2025-06-20,2025-06-23,5800.0,5684.0,-2.5,-346047.0,SL,False,1
BMAS,2025-06-20,2025-06-25,565.0,582.0,2.5,346047.0,TP,True,3
TPIA,2025-06-23,2025-06-25,9375.0,9656.0,2.5,341733.0,TP,True,2
